회차,시간,인물,대사
105,20~25,두한,"하하하하, 그래? 하하하. 이봐, 신동지. 여기 이거 이찬호 동지도 자네 학생운동에 함께 하고 있다고…?"
105,20~25,두한,"으허허, 그렇구만… 이 운동을 하면서 공부를 한다는 것이 쉬운 일이 아니지. 거기다 고학까지 하면서 말이야. 아무튼 반갑구만."
105,25~30,두한,"그래, 그래... 저, 여기 채원기 동지도 다 자네들 또래야. 이 또 막 학교를 졸업한 처지고… 이, 대학생들이란 바로 이 나라 국가의 장래야."
105,25~30,두한,그리고 자네들은 바로 이 국가를 짊어질 사람들이고 말이야.
105,25~30,두한,"이, 나는 학교에 대해서 관심이 아주 많아. 이 대학생 이 동지들을 가깝게 둔 다는 것은 나한텐 아주 큰 복이지. 하하하. 내 모든 지원을 아끼지 않겠네. "
105,25~30,두한,"그 모임을 활성화시켜봐. 그리고 날 좀 도와주고 말이야. 아무래도 국회 일이라는 것이 워낙 할 일이 많고 그 범위가 커. 이봐, 채보좌관?"
105,25~30,두한,"이제부터, 이 국회 일은 잠시 정비서에게 맡기고 자네는 그 이 친구들과 함께 그 안살림을 한번 크게 만들어봐. 이, 내 정책에 관한 연구를 좀 해달라는 거야. 알겠나?"
105,25~30,두한,"젊은 힘이 필요해. 그, 자네들의 그 지식과 정열을 나에게 주게. 아, 그리고 보다 많은 보좌진들을 한 번 구성해봐."
105,25~30,두한,"난 공부를 못했어. 그래서 보다 더 많이 뛰지 않으면 안 돼. 이, 계속해서 자네들의 도움이 필요하다 이런 말이야. 안 그런가? "
105,25~30,두한,이 독재의 정부와 맞설려면 나도 뭘 알아야지. 자네들이 내 영원한 선생이 돼 달라 그런 얘기야. 특히나 신기범 동지와 이찬호 동지 말이야.
105,25~30,두한,허허허… 아니 정비서… 또 무슨 일인가? 이렇게 허둥지둥하고?
105,25~30,두한,희한해…? 뭐가…?
105,25~30,두한,"허허... 이거, 이거… 정재가, 정재가 배후라? 이거, 날만 새면 이렇게 놀랄만한 일이 생기니... 아, 정재가 도대체 왜 이러는 거야? 어? 백주대로의 총격이라…? 이런, 이런… 이거...*"
105,25~30,이정재,그렇겠지. 총에 관한 한 실수가 없는 석재인데 동진이를 살려놓다니… 정말 이해가 안 가는구만… 동진이가 명이 긴 모양이야.
105,25~30,이정재,"물론이야. 자신의 책임을 다하지 못한다는 것은, 결국 조직에 대한 충성심과도 연결이 되거든."
105,25~30,이정재,"어차피 시작한 일이니까, 확실하게 매듭짓는 게 중요해."
105,25~30,이정재,"물론이야. 끝을 봐야지. 이영숙이 일은 억일이가 나와 함께 빚을 진 곳이니까, 가봐야 되지 않는가?"
105,30~35,이정재,"사돈이 밑의 식구, 하나만 붙여주세요."
105,30~35,이정재,"말했지만 확실한 계산이 필요해. 다음 가족회의 때, 소환해 올 수 있도록 조치를 취해. 만약 저항을 한다면 그에 상응하는 대가를 확실하게 주도록 해."
105,30~35,이정재,김동진이의 구역을 깨끗하게 정리하고 접수하도록 해. 그리고 밑의 애들을 보내서 관리하도록 하세요.
105,30~35,이정재,아무튼 이 일은 내가 알아서 하도록 하지. 억일인 조선관에 가서 일을 끝내도록 해. 그리고 사돈은 김동진이의 남은 일을 처리하도록 해요.
105,30~35,이정재,그리고 임사장은 조고문과 함께 경찰과 검찰의 일을 한번 더 확실하게 알아보고…
105,30~35,이정재,모두들 나가봐요.
105,30~35,이정재,그래… 무슨 일이냐…?
105,30~35,이정재,"어, 그래?"
105,30~35,이정재,글쎄…? 소환장이 왔어. 내일 출두하라는 구만.
105,35~40,이정재,하지만 검찰이 부르고 있는 거야. 무조건 뺄 수는 없는 거 아니야?
105,35~40,이정재,그래… 알았다.
106,5~10,이정재,허나 수사관들이 와 있어. 영주도 일이 잘 안풀리는 모양이야.
106,5~10,이정재,조금 더 기다려보고 별다른 연락이 없으면 가보는 수 밖에...
106,5~10,이정재,그만 둬. 영주는 지금 우리들보다도 더 신경을 쓰고 있을 거야.
106,5~10,이정재,쓰읍 삼십분만 기다려보자고. 그래도 연락이 없으면 쩝 그때 가지 뭐...
106,5~10,이정재,검찰 수사관들은?
106,5~10,이정재,모자.
106,5~10,이정재,검찰이 부르면 가야지. 경무대도 어쩔 수 없는 모양이야. 
106,5~10,이정재,내가 검찰에 가있는 동안 자네들이 조 고문을 도와서 이 조직을 잘 지켜주도록 하게
106,5~10,이정재,모자 줘.
106,5~10,이정재,자 갑시다.
106,5~10,이정재,그렇게 합시다*
106,10~15,이정재,조 고문.*
106,10~15,이정재,다녀오겠다.*
106,10~15,이정재,내가 없는 동안 잘 좀 해주게*
106,10~15,이정재,검찰에 가서 다 말하겠소.*
106,10~15,이정재,검찰에 가서 다 말씀드리겠습니다.*
106,10~15,이정재,모르는 일이요
106,10~15,이정재,말했지만 아는 게 없습니다.
106,10~15,이정재,글쎄올시다.
106,10~15,이정재,쓰읍 글쎄올시다.
106,10~15,이정재,하지만 때로는 그 정의가 권력의 힘에 얻어맞고 주저 앉는 것도 젊은 검사 양반은 배우게 될 거요.
106,20~25,이정재,음 고생이 많군. 놔 놓고 가게.
106,20~25,이정재,음...책이 좀 더 있었으면 좋겠구만. 쓰읍 내 집 서재에 목민심서라는 책이 있는데 그걸 좀 갔다달라고 전해 줄 수 있겠나?
106,20~25,이정재,흐흐흐 목민심서란 옛날에 백성을 다스리는 방법이 써있는 책이지. 관리가 될 사람들이 보는 필수적인 책이야.
106,20~25,이정재,지금으로 말한다면 정치하는 사람들 말이야.
106,20~25,이정재,아 참 북과 벼루도 좀 갔다주게. 한지도 말이야.
106,20~25,이정재,고맙네.
106,20~25,두한,좋아 좋아. 이 뚝섬 유원지와 한강 여러 유원지에 이 피서철마다 사람들이 필요하지. 암.
106,20~25,두한,이 장사하는 사람들도 필요하고 말이야.
106,20~25,두한,하하하 잘했어. 이 피서지에서 장사하는 것도 괜찮지. 꽤 쏠쏠할 거야. 그걸 모두 이 고학생 연맹에게 주도록 해.
106,20~25,두한,그리고 그 술집이 좀 많은가? 이 거기다가 마른 안주도 대주고 술도 납품하게 하고 그런 것들도 고학생들에게 일거리를 주는 거란 말이야.
106,20~25,두한,"영철이가 이런 건 좀 애를 써봐, 그래서 부른 거야."
106,20~25,두한,으응?
106,20~25,두한,어어? 그런가 하하하 미안허이. 하지만 지금 누구에게 도움을 청하겠나? 
106,20~25,두한,어려운 시절인데다 다들 처지도 어렵고 말이야. 그래도 영철이 자네가 좀 낫지 않은가?
106,20~25,두한,으음 그래 그래. 아무튼 좀 도와들 줘야겠어. 이 고학생들을 돕는 건 바로 나를 돕는 거라고 허허허. 아 그리고 말이야.
106,20~25,두한,앞으로 당분간 정비서가 일을 좀 봐. 이 다른 친구들은 이론적이고 정책적인 것들을 연구해야 되니까 말이야. 당분간 그렇게 하자고.
106,20~25,두한,아이 이 사람아. 그렇게 한가할 시간이 어딨어?
106,20~25,두한,아니 너 휘발유 아니야? 야 휘발유!
106,20~25,두한,야 인마 휘발유... 너 어쩐 일이야 소식도 없이! 아니 근데 이 옷차림이 이게 뭐냐...*
106,20~25,두한,야 인마 휘발유...*
106,20~25,두한,미안하다. 내 너희들 챙기지도 못하고...*
106,25~30,두한,야 인마 안오다니! 우리가 주먹쟁이나 하지 말자고 해산을 했던 것이지 누가 오지 말라고 했어?!*
106,25~30,두한,자 앉아. 아냐 아냐 아냐 이럴 게 아니라 나가자. 마침 우리도 술 한잔 하러 가려던 참이었어.
106,25~30,두한,미안하다...모든 게 다 내 잘못인데... 내가 너희들과 헤어지는 게 아니였는데...
106,25~30,두한,내가 가진게 이것 뿐이야. 내일 또 와. 내일 좀 마련해 볼 테니까 말이야.
106,25~30,두한,인마 안 오다니 왜 안 와!!!
106,25~30,두한,그래 그래 인마...
106,25~30,두한,야 야 휘발유! 휘발유!!!
106,25~30,두한,아니 그랬어? 영철이한테 왔었어? 아니 왜 나한테는 안 오고...
106,25~30,두한,그랬구만 그렇겠지...모두 무일푼으로 쫓아보냈으니까 말이야.
106,25~30,두한,그래... 내가 국회의원이 될 때 자활개척단이라도 하나 만들어서 옛 식구들 다 모아서 밥이나 굶지 않게 살게 하려고 했는데 말이야.
106,25~30,두한,그게 잘 안 돼. 내가 요즘 뭐하고 있는지 모르겠어.
106,25~30,두한,그래도 실망투성이야. 국회라는 게 정말 어려운 곳이야.
106,25~30,두한,봤어 금방 나올 거야. 이 지난 번에 국회 안에도 들어왔었어. 한 바탕 소란을 피웠지. 이 자유당의 별동대가 아닌가? 행동대 말이야.
106,25~30,두한,그런 사람이 구속 된다고 해서 오래 가겠어?
106,25~30,두한,서글픈 생각이 들어. 이 세상이 갈 수록 어렵다는 생각이 들어.
106,30~35,이정재,그렇다. 지금 내가 이렇게 된 건 집안을 다스리지 못한 탓이다. 사내란 한 번 잘못을 깨달으면 결코 그 일을 반복해선 안된다.
106,30~35,이정재,수신제가 치국평천하.
106,40~45,이정재,음 그렇게 됐어? 그런데 왜 하필 밤에?
106,40~45,이정재,고맙소 하하하 난 한참 더 있을 줄 알았는데...
106,50~55,이정재,여러분. 이렇게 다들 와서 환영해주니 정말 고맙소. 덕분에 잘 쉬다 나옵니다. 앞으로 우리 식구들 더욱 더 열심히 잘 삽시다.*
106,50~55,이정재,서로 서로 도와가며...잘 삽시다...*
106,55~60,이정재,그동안 다들 고생이 많았소. 다들 아시다시피 근래 들어 우리 동대문 사단은 창립 이래 최대의 위기에 봉착했었소.
106,55~60,이정재,사업이 확대되면서 정부와 손을 잡고 벌리는 일들이 많아지면서 각 지역 오야붕 간의 이해관계가 복잡하게 얽혔던 것도 사실이오.
106,55~60,이정재,그 과정에서 김동진의 반란 같은 불미스러운 일도 생긴 겁니다.
106,55~60,이정재,나 이정재는 이번 반란을 진압하는 과정에서 나름대로 느낀 점이 많았습니다. 
106,55~60,이정재,짧은 기간이었지만 앞으로 우리가 나아가야 할 방향에 대해 많은 고민을 했었소.
106,55~60,이정재,지금 우리 동대문 사단에 가장 절실하게 필요한 것이 뭐겠습니까?
106,55~60,이정재,바로 단결. 단결이에요. 나 이정재를 중심으로 모두가 한 마음 한 뜻으로 뭉치는 것 말입니다.
106,55~60,이정재,이 시점부터 우리 동대문 식구들은 그야말로 새로 태어난다는 각오로 임해주길 바라오. 아시겠습니까?
106,55~60,이정재,그리고 내가 없는 동안 일부 보스들이 자리를 비웠다고 들었는데 앞으론 절대 용서치 않을 겁니다.
106,55~60,이정재,조직의 화합에 위배되는 행위는 철저하게 제재를 가할 겁니다. 지휘고하를 막론하고 말입니다. 아시겠습니까?
106,55~60,이정재,이봐 권상사.
106,55~60,이정재,자네는 자네 임무를 다하지 못했네. 안 그런가?
106,55~60,이정재,처음에 권상사가 잘했더라면 일이 이렇게 복잡해지지 않을 수도 있었어.
106,55~60,이정재,권상사에 대한 처분은 사돈이 알아서 잘 처리하도록 하세요.
106,55~60,이정재,그리고 임 사장. 병원에 입원했었다고 들었는데 다 나았는가?
106,55~60,이정재,무슨 병이었는데?
106,55~60,이정재,지난 번에도 일이 생길때 바쁘더니만 이번에도 일이 묘하게 되었구만.
106,55~60,이정재,아무튼 그만한 게 다행이야. 임 사장은 우리 조직에서 서열 두 번째야. 내가 없을 때 내 자리를 대신해야 할 사람이 아닌가? 건강 관리 잘 하라고.
106,55~60,이정재,이영숙 사장.
106,55~60,이정재,이 사장은 지난 반란에서 김동진이와 행동을 같이 했다고 들었는데 사실인가?
106,55~60,이정재,기회? 어떻게?
106,55~60,이정재,뭘 어떻게 보여주겠냐고?
107,0~5,이정재,그동안 다들 고생이 많았소. 다들 아시다시피 근래 들어 우리 동대문 사단은 창립 이래 최대의 위기에 봉착했었소.*
107,0~5,이정재,사업이 확대되면서 정부와 손을 잡고 벌리는 일들이 많아지면서 각 지역 오야붕들의 이해관계가 복잡하게 얽혔던 것도 사실이오.*
107,0~5,이정재,그 과정에서 김동진이의 반란 같은 불미스러운 일도 생긴 겁니다. 나 이정재는 이번 반란을 진압하는 과정에서 나름대로 느낀 점이 많았습니다*
107,0~5,이정재,짧은 기간이었지만 앞으로 우리가 나아갈 방향에 대해서 많은 고민을 했었소. 지금 우리 동대문 사단에 가장 절실하게 필요한 것이 뭐겠습니까?
107,0~5,이정재,바로 단결! 단결이에요! 나 이정재를 중심으로 모두가 한마음 한뜻으로 뭉치는 것 말입니다.
107,0~5,이정재,이 시점부터 우리 동대문 식구들은 그야말로 새로 태어난다는 각오로 임해주길 바라오. 아시겠습니까?
107,0~5,이정재,"그리고 내가 없는 동안 일부 보스들이 자리를 비웠다고 들었는데, 앞으론 절대 용서치 않을 겁니다."
107,0~5,이정재,조직의 화합에 위배되는 행위는 철저하게 제재를 가할 겁니다. 지위 고하를 막론하고 말입니다. 아시겠습니까?
107,0~5,이정재,"이봐, 권상사?"
107,0~5,이정재,자넨 자네의 임무를 다하지 못했네. 안 그런가?
107,0~5,이정재,처음에 권상사가 잘했더라면 일이 여기까지 복잡해지지 않을 수도 있었어. 권상사에 대한 징계는 사돈이 알아서 잘 처리하도록 하세요.
107,0~5,이정재,"그리고 임사장. 병원에 입원했었다고 들었는데, 다 나았는가?"
107,0~5,이정재,무슨 병이었는데?
107,0~5,이정재,"지난번에도 일이 생길 때 바쁘더니만, 이번에도 일이 묘하게 되었구만?"
107,0~5,이정재,"아무튼 그만하길 다행이야. 임사장은 우리 조직에서 서열 두 번째야. 내가 없을 때, 내 자리를 대신해야 될 사람이 아닌가? 건강관리 잘 하라구."
107,0~5,이정재,이영숙 사장?
107,0~5,이정재,"이사장은 지난 반란에서 김동진이와 행동을 같이했다고 들었는데, 사실인가?"
107,0~5,이정재,기회? 어떻게?
107,0~5,이정재,뭘 어떻게 보여주겠냐고?
107,5~10,이정재,"쩝, 이영숙 사장?"
107,5~10,이정재,자넨 쓸만한 수하를 두었구만. 백장미라고 했나?
107,5~10,이정재,그 성의를 받도록 하지…
107,5~10,이정재,말해두지만 다음엔 손가락이 아니라 이사장의 목숨을 받게 될 것이야. 알겠나?
107,5~10,이정재,"다시 말하지만, 조직은 그 단합에 사활이 걸려있는 거요. 그리고 의리로써 사는 겁니다. 헌데 이번에 보니 몇 가지 실망할 만한 일들이 있었소."
107,5~10,이정재,"단합도 없었고, 눈치들 보기 급급했어. 내가 형무소에 오래 있었더라면, 틀림없이 이 조직엔 무슨 변화가 있었을 겁니다."
