,회차,시간,인물,대사
32278,117,40~45,유지광,두 분은 나서지 마십시오. 어차피 얼굴이 팔린 내가 이 일을 맡을 겁니다.
32280,117,40~45,유지광,이 일은 나 하나로 충분합니다. 가서 각자의 구역을 지키십시오. 분명히 저들은 서대문이나 종로도 공격을 할 겁니다.
32282,117,40~45,유지광,"자폭이라? 기자들이 보는 앞에서? 흠, 하기야 일리가 있는 말씀이지. 기왕에 나는 고생을 하게 되어있어. 찾아온 동무들을 마다할 이유가 없지."
32284,117,40~45,유지광,나는 감옥으로 가야 할 판인데 때마침 명동이 알아서 함께 가자고 오고 있어. 회장님께서는 이 기회를 놓치지 말아 달라는 주문이셔. 그 준비를 하고 계신다는 거야.
32285,117,40~45,유지광,아주 쉽고 간단한 얘기지. 명동 친구들을 감옥으로 함께 데려가라는 얘기야. 함께 말이야. 마침 기자들이 엄청나게 많이 와있거든. 재미있게 됐어.*
32287,117,40~45,곽영주,"아니, 정재 형님. 지금 이 경황에 전면전이라뇨? 도대체 그게 무슨 말씀입니까?*"
32288,117,40~45,이정재,장충단 사건으로 정부나 자유당은 곤란을 겪고 있어. 그쪽에선 여론의 공격을 피하고자 우리 사돈을 구속시킬 방침이고.*
32289,117,40~45,곽영주,"아니, 그렇게 잘 아시면서 전면전이라니요?*"
32290,117,40~45,이정재,기왕에 사돈이 형무소로 가게 돼있어. 그럴 바엔 차라리 골치 아픈 일을 하나 해결해 버리자는 거지.*
32291,117,40~45,곽영주,어떻게 말입니까? 싸워서요?*
32292,117,40~45,이정재,어차피 우리 사돈은 언론에 표적이 돼있어. 명동은 오랫동안 우리를 괴롭혔고 그 일을 해결하자는 거지.*
32293,117,40~45,이정재,명동이 사라지면 우린 유일한 대한민국의 통일된 단체를 유지할 수가 있어. 주먹 통일 말이야.*
32295,117,40~45,이정재,"마침 기자들이 와있어. 명동은 쳐들어오고 말이야. 언론은 또 이걸 발표할 거야. 영주야, 이럴 때 힘을 좀 써서 결정적으로 명동을 누르라는 거야. 일어나지 못하도록 말이야!*"
32296,117,45~50,이정재,사돈은 어쩔 수 없이 구속될거야. 우리 동대문을 위해서 희생하는 거지. 무슨 말인지 알겠나?*
32297,117,45~50,곽영주,"예, 이해가 갑니다. 그렇다면 이 기회에 천하통일을 하신다는 얘기가 되는 것이로군요.*"
32298,117,45~50,이정재,그래. 나 이정재와 동대문의 이름은 싹 빠지고 명동과 우리 사돈의 이름만 나가게 될 거야. 그렇지 않은가?*
32299,117,45~50,곽영주,그렇습니다.*
32300,117,45~50,이정재,확실하게 끝내줬으면 좋겠어. 명동친구들 말이야. 이제 주먹의 군웅할거시대는 끝난 거야.*
32301,117,45~50,곽영주,"잘 알겠습니다. 경찰에 특별지시를 내리지요. 예, 형님! 정말 기가 막힌 생각이십니다. 하하하!*"
32303,117,45~50,이화룡,전쟁이나 싸움이나 다 초반 기싸움이 중요한 기야. 만사 이치가 다 기래! 초반부터 겁을 먹고 밀리기 시작하믄 기싸움은 보나 마나 뻔한 것이야.*
32304,117,45~50,이화룡,비록 저쪽이 수적으로 우리보다 많디마는 명동은 알다시피 단결력 하나만큼은 조선팔도에서 따라올 조직이 없어. 단결! 알간!*
32307,117,45~50,이화룡,무조건 밀어부치라우. 기운 났을 때 싹 정리하는 기야. 이참에 손상된 명동의 자존심도 회복하고 잃어버렸던 나와바리도 다 되찾아야 하지 않갔어? 안 기래?*
32309,117,45~50,이화룡,"이보라우, 정팔?*"
32311,117,45~50,이화룡,작전설명하라우.*
32320,117,45~50,이화룡,으하하하! 역시 천하에 맹장 오상사야! 동대문 걔들도 오상사 이야기를 들으면 자다가도 오줌을 싼다고 했어. 우리 식구들은 잘 들으라우.
32322,117,45~50,이화룡,우린 이 나라의 마지막 건달이야. 건달은 깡패가 아니야. 협객이란 뜻이디. 약자를 도와주고 나라를 생각하고 의리로 사는 조직이다! 이 말이야. 
32323,117,45~50,이화룡,"이제 오늘, 이 이화룡이와 정팔이가 오상사와 너희들을 통해서 정의란 게 뭔지를 보여주려는 기야. 의리와 정의 말이야!"
32324,117,45~50,이화룡,동대문은 깡패야. 유지광이도 깡패다. 협객의 주먹이 깡패들의 주먹을 오늘 혼내주려는 거야. 모두들 알간?
32326,117,45~50,이화룡,"출발들 하라우. 명동의 자존심, 이 이화룡이의 자존심이 뭔지를 오늘 확실하게 보려주라우!"
32327,117,45~50,이화룡,출발!*
32331,117,45~50,이화룡,출발!*
32335,117,45~50,이화룡,기러게 말이야.*
32337,117,45~50,이화룡,하지만 정재도 기렇게 가볍게 볼 인물은 아니야. 만만하게 봐선 안되디. 천하의 김두한이도 함부로 못 한 게 정재야.*
32339,117,45~50,이화룡,기래야디.* 
32342,117,50~55,정대발,"아니? 저, 저 앞에 타고 지나간 것이 오상사여? 워메, 기여이 일이 벌어졌구만? 일이 터져버렸어…*"
32344,117,50~55,두한,무슨 소리를 하는 거야? 전쟁이라니?*
32345,117,50~55,두한,"이봐, 정비서. 차근차근히 좀 말을 해봐. 아니 뭐가 어떻게 됐다는 거야?"
32346,117,50~55,정대발,"아따 참, 치 전쟁이당께요. 아! 거 왜 저, 화룡이 성님하고 매, 명동식구들말입니다."
32347,117,50~55,두한,"화룡이? 어어어! 아, 그럼 명동이 그예 동대문하고 붙었단 말이야?"
32348,117,50~55,정대발,"아예, 제가 막 들어오면서 봤는디요. 아 글쎄 맹동 차량 수십 대가 걍 어디론가 밀려가드라 말입니다? 뒤에 대원들을 잔뜩 싣고 말입니다."
32349,117,50~55,두한,"그래? 이 결국 일이 벌어지는구만! 결국 일이 벌어졌어. 그래 화룡이가 그동안 많이 참았지. 아, 그래도 그렇지?"
32350,117,50~55,정대발,"아이 저, 나가 낮에 잠깐 들었는디요. 유지광이가 있는 화랑동지회 뿐만이 아니고, 최창수가 있는 서대문하고 종로, 광화문까지 그냥 다 쓸어분다고 글던디요."
32351,117,50~55,두한,"그래? 거 일이 아주 크게 벌어지는구만. 하, 이거 이 거참…"
32352,117,50~55,곽영주,"이봐, 동대문 서장? 당신 지금 뭐하고 있는 거야?"
32353,117,50~55,곽영주,"지금 명동 깡패들이 사방으로 들고일어나 난동을 부릴 거라는데 그거 당신 몰라? 이런, 이런! 이렇게 정보가 느려 터져서야 무슨 일을 제대로 하겠어?*"
32354,117,50~55,곽영주,"빨리 경찰병력들 다 집합시키고 출동 준비해. 그래! 그래, 내가 지시를 내리면은 바로 현장으로 가란 말이야. 알겠어?"
32356,117,50~55,곽영주,"아아, 종로서 좀 바꿔! 아, 여보세요? 서장이요? 나야 나. 곽영주야! 경찰 비상 걸어놔. 명동 깡패들이 무더기로 난리를 피울 거라는 거야. "
32357,117,50~55,곽영주,"지금 세상이 어느 땐데 깡패들이 설치냔 말이야! 거기는 당신 구역이니까 알아서 잘하라구. 동대문과 종로, 서대문 모두 다 비상이야. "
32358,117,50~55,곽영주,"그래, 그래! 언론사에서도 알고 있으니까 철저히 잡아넣으라구. 잡아넣으란 말이야!"
32359,117,50~55,곽영주,"유지광이는 안됐지마는, 정말 기가 막힌 생각이야. 기왕에 고생할 수 밖에 없는 지광이를 이용해 명동을 쓸어버린다? 흐흐, 이제야말로 정재형님의 천하통일 시대가 열리겠구만! 흐흐흐..."
32379,117,55~60,최동열,유지광씨? 어쩐 일이요? 도대체 무슨 일이 있는 거요? 검찰에서 사람들이 오는 거요?*
32380,117,55~60,유지광,"하하하, 최기자님이시군요? 예, 곧 오겠지요. 하지만 그것보다도 더 급한 볼 일이 생겼습니다.*"
32382,117,55~60,유지광,"곧 알게 될 겁니다. 명동의 깡패들이 우리 영화사와 화랑동지회 식구들을 치러 오고 있습니다. 불한당들을 그냥 둘 수는 없지 않겠습니까? 아, 저기 오는군요!*"
32383,117,55~60,유지광,깡패들입니다.*
32387,117,55~60,유지광,"날세, 자네가 오상사로구만?"
32392,117,55~60,유지광,나쁠 거 없지. 지면 예의를 차리도록 하게. 내가 형님뻘 같으니까 말이야.
32394,117,55~60,유지광,좋지...!
32397,118,0~5,최동열,유지광씨? 어쩐 일이요? 도대체 무슨 일이 있는 거요? 검찰에서 사람들이 오는 거요?*
32398,118,0~5,유지광,"하하하, 최기자님이시군요? 예, 곧 오겠지요. 하지만 그것보다도 더 급한 볼 일이 생겼습니다.*"
32400,118,0~5,유지광,"곧 알게 될 겁니다. 명동의 깡패들이 우리 영화사와 화랑동지회 식구들을 치러 오고 있습니다. 불한당들을 그냥 둘 수는 없지 않겠습니까? 아, 저기 오는군요!*"
32401,118,0~5,유지광,깡패들입니다.*
32405,118,0~5,유지광,"날세, 자네가 오상사로구만?"
32410,118,0~5,유지광,나쁠 거 없지. 지면 예의를 차리도록 하게. 내가 형님뻘 같으니까 말이야.
32412,118,0~5,유지광,좋지...!
32415,118,0~5,최동열,"아니야, 결국엔 명동의 이화룡과 동대문의 이정재 싸움이라고 할 수가 있겠지. 재미있는 구경을 하는구만.*"
32419,118,0~5,유지광,"자네도 상당하구만. 자, 계속하지…*"
32423,118,0~5,이화룡,거 아주 막상막하구만? 실력이 아주 비슷해.*
32425,118,0~5,이화룡,"거거 한참 밑의 아이들 싸우는데 점잖지 못하게. 거 기냥 보라우. 오! 아주 기가 막히게 싸우는구만. 아주 기가 막혀, 어?"
32433,118,5~10,최동열,저쪽!*
32446,118,5~10,이화룡,이봐 정팔이. 이거이 뭔가 이상해. 거 기자들이 저렇게 많이 와있을 리가 없지 않네? 어서 철수시키라우!*
32448,118,5~10,이화룡,"기래. 긴데, 이 유지광이가 오상사한테 맥없이 진 것도 이상했는데, 이 패싸움에서도 지고 있어. 이거 뭔가, 이 거저 져주고 있는 것 같단 말이야. 어서 철수시키라우! 어?*"
32451,118,5~10,이화룡,철수하라우! 철수! 철수하라!*
32454,118,5~10,이화룡,"철수하라우! 철수! 경찰이다! 철수하라우! 철수하라우, 철수! 철수! 경찰이야! 철수! 철수하라! 철수하라우!*"
32455,118,5~10,최동열,"당신, 이화룡씨가 아니오? 얘기 좀 합시다. 어떻게 된 거요?*"
32456,118,5~10,이화룡,"이거이 함정이야! 속았어, 속았다고! 철수하라우! 철수!*"
32458,118,5~10,이화룡,속았어. 이 동대문 새끼들한테 속았어!*
32459,118,5~10,최동열,"속았다니, 뭘 말이오?*"
32463,118,5~10,이화룡,이놈들! 동대문 아새끼들! 이 경찰들하고 짰어!*
32467,118,10~15,유지광,알고 있었소. 내 부하들은 모두 풀어주시오. 모두가 내가 한 일이오.*
32473,118,10~15,이승만,이게 무슨 소리입네까?
32474,118,10~15,이승만,음? 도대체 이 나라가 어찌 되려고 폭력배들이 서울 시내를 활보한단 말인가? 응? 그것도 수백 명이 들끓어? 
32475,118,10~15,이승만,"허허! 그, 지난번에는 장충단 사건으로 국민들을 놀라게 하더니 이번에는 자기들끼리 패싸움을 해?"
32476,118,10~15,곽영주,"저, 각하. 하지만 경찰들이 모두 체포를 했습니다."
32477,118,10~15,이승만,"아니야, 아니야, 아니야! 아직도 많은 폭력배들이 숨어있을, 있을 거라는 게 기자들의 얘기가 아닌가? 흠! 내 생각도 같아요. 흠흠..."
32478,118,10~15,이승만,"이이, 도저히 이래가지고는 국민들을 안심시킬 수가 없지 않은가? 어? 단속을 해야지! 경찰이 안 되면은 군대라도 동원을 해서 깡패들을 다 잡아들여야지."
32479,118,10~15,이승만,"도대체 대한민국이 어쩌다가 이렇게 깡패들의 나라가 됐단 말인가? 어? 하, 내가 직접 다짐을 줘야겠어. 저, 담화문을 준비하라고 해!*"
32480,118,10~15,이승만,내가 직접 국민들에게 안심을 시켜야 되겠어. 나 이거야 참!
32482,118,10~15,이승만,하....
32485,118,10~15,이승만,"친애하는 국민 여러분, 저는 대통령 이승만입네다. 근자에 들어 폭력배들이 거리를 횡횡하며 국민들의 생활을 불안케 하고 법을 어기고 있다 들었습네다.*"
32486,118,10~15,이승만,본인은 민주주의 국가에서는 폭력이란 있을 수 없다고 생각합네다. 폭력은 민주주의의 적이며 나라 발전을 후퇴시키는 원인입네다.*
32488,118,10~15,이승만,법이 제대로 서지 못하는 나라는 망할 수밖에 없습네다. 고로 저는 모든 경찰과 검찰과 그도 안 되면 군대까지도 총동원해서 라도 이 나라의 폭력을 뿌리뽑을 생각입네다.*
32489,118,10~15,이승만,"친애하는 국민 여러분, 이제부터는 안심하시고 사십시오. 절대로 어떤 폭력도 용납하지 않을 것입네다…*"
32492,118,10~15,유지광,별 말씀을요.
32495,118,10~15,유지광,고맙소.
32502,118,10~15,유지광,"고맙소, 그 정도라면 감당해야지요."
32504,118,10~15,유지광,하하하. 그래요? 거 다행이군요. 흐흐흐...
32506,118,15~20,이화룡,기래?
32508,118,15~20,이화룡,나쁜 놈들. 내래 다 알디. 이정재와 짜고 한 일 아니네?
32512,118,15~20,나레이션,이른바 충정로 도끼사건. 명동의 이화룡 부대가 동대문과 유지광의 화랑동지회를 공격했던 이 사건은 유지광을 쫓던 여론의 집중포화를 맞으며 사회의 큰 문제로 대두됐다.*
32513,118,15~20,나레이션,"당시 명동의 주먹들은 도끼를 들고 서대문과 광화문 등지를 습격, 한밤중에 서울 거리를 무법천지로 만들었으나, 기다리고 있던 경찰들에게 모두 진압됐다.*"
32514,118,15~20,나레이션,그러나 당시의 언론 보도와는 달리 다른 지역에서는 그다지 큰 충돌이 없었다. 하지만 이 사건의 파장은 몹시 컸다. *
32515,118,15~20,나레이션,이승만은 대노하여 담화문까지 발표했고 그리하여 이화룡과 정팔은 중형 선고를 받으면서 그들의 파란만장한 주먹시대는 막을 내리게 된다. *
32516,118,15~20,나레이션,그러나 훗날을 돌이켜보면은 그것은 전화위복이었다. 이정재가 혁명정부에 의해 사형을 선고받을 때 그들은 살아남을 수 있었던 것이다.*
32517,118,15~20,이석재,드디어 명동이 떨어졌습니다. 회장님 의견이 옳았어요.*
32519,118,15~20,임화수,아무튼 천하통일입니다. 드디어 천하가 회장님 손안에 들어왔어요. 하하하!
32520,118,15~20,이정재,일단은 흩어진 명동 사단 쪽을 잘 다독거려야 해. 확실하게 손발을 우리 쪽으로 묶어야지. 석재가 그 일을 맡아서 해봐.
32521,118,15~20,이석재,"예, 알겠습니다."
32522,118,15~20,이정재,이제부터 또 선거전이야. 이번엔 다른 사람도 아니고 내가 나서는 거야. 실수가 있어선 안된다구.
32524,118,15~20,이석재,그거야 그렇지. 이천에선 어린애들도 회장님 이름을 다 안다구.
32526,118,15~20,이정재,"나도 그렇게 생각은 하고 있지만, 만에 하나 실수가 있어선 안 되지. 이봐, 조고문?"
32528,118,15~20,이정재,조고문은 이천으로 내려가서 내 선거참모들을 좀 확실하게 도와주도록 해. 애들을 풀어서 구석구석 문젯거리나 어려운 사항들을 모두 찾아서 보고해.
32531,118,15~20,나레이션,이정재. 천구백오십팔년 다시 돌아온 제 사대 국회의원 선거에 대한 이정재의 야망은 참으로 대단한 것이었다. 그는 본래 천구백오십삼년도부터 국회의원의 꿈을 갖고 있었다고 한다.*
